municipio,juros,salarios,terras,transporte
Ibiapina,A taxa de1ao mez.,"Um trabalhador rural ganla 50o réis diarios, com alimentacao ; nao ha administradores nem escrivaes de fazenda;un carpinteiro ganha 3$000 diarios ; um cozinheiro, 6$000; pagam 20 réis por tres pecas de roupa lavada. Os salarios sao pagos c. os contractos","Qualidades-O municipio possue terras de toda a sorte, predo ninando entretanto, as inferiores. Ha arenosas,misturadas,seccas . e montanhosas. A vegetacao é representada por pequeua parte de mattas virgens e canpos, e grande parte de capoeiras, cerrados ecarrascaes. Precos-- Muito variaveis. Un hectare de terra boa custa, as vezes, 200$000.approximadamente.","Pagam de transporte feito em tropa: 5$000 por um alqueire de cereaes, 5$000 por seis arrobas de algodao, 3$000 por 1oo rapaduras e 3$000 por uma carga de aguardente(12 canadas) Para o mercado local pagan seis reis por litro de cereal,variando o preco de conformidade com a distancia."
Icó,Nao ha prestamistas.,"Trabalhador rural, 1$200 a 1$500 diarios a secco ou 8oo com comida;.carpinteiro, 3$000 diarios a secco; administradores c escrivaes de fazenda nao ha. Lavadeiras ccbram 2o réis por peca. Ha vaqueiros incumbidos das fazendas de criar ganhando 25 por cento sobre as crias apanhadas annualnente nos canpos. Os salarios sao pagos e os contractos cunpridos.","Qualidades-Em sua naioria inferiores; boas c regularcs,poucas; mais planas que montanhosas; mais argillosas que arenosas. A vegetacao é representada por muitos campos, capoeiras c alguma matta. Precos -- Un hectare de terra custa, mais ou menos, 17$000 a 20$000, ou a razao de 10$000 c 12$000 por braca de frente c meia legua de fundo.(A.legua cereanse tein 2.4oo bracas ou seja 5.2&o metros","Paga 3 réis de transportes, por litrc c por lcgua, para o mercado local."
Iguatú,A taxa é deI/a 2% ao mez.,"Um trabalhador rural ganha 1$200 diarios; nao ha administra dores nen escrivaes de fazenda;um carpinteiro,4$000 diarios; uma cozinheira, de 10$000 a 15$000 mensaes; paganm 2o réis por peca de roupa lavada.","Qualidades --As terras do mumicipio podem ser, mais ou menos assim divididas : boas a maior parte ; regulares e inferiores, pequena parte. Argillosas quasi todas; arenosas e misturadas poucas; no geral, planas. A vegetacao é representada por capoeiras, cerrados, carrascaes e canpos; nao ha mattas virgens. Precos - Um hectare de terra böa custa de 17$000 a 25$000, appro ximadamente.","Pagam de transporte ferro-viario para Fortaleza: 564 réis por 1o kilos de algodao, 3o4 réis por 1o kilos da rapadura, assin conmo de farinha, de arroz, feijao, milho e queijo; 5&g réis por Io kilos de fumo, couros, borracha, pelles, sollas e céra de carnauba e 451 réis por Io kilos de fructas despachadas cono encommenda.Para o mercado localpagan dois réis por kilo ou litro de cereaes, conduzidos na distancia maxima de uma legua."
Independencia,"1ya2""ao mez.","Carpinteiro, 2$000 a 3$000 diarios; trabalhador rural, 1$000 por par dia; lavadeira, Ico réis por peca de roupa lavada e passada a ferro. Nao ha administradores, nem escrivaes de fazenda. Os sala- rios sao pagos e os contractos cumpridos.","Qualidades-Em sua maioria sao argillosas, arenosas algumas, regulares a maior parte; toas, poucas; Enferiores bastante.IFa pe- dregosas e montanhosas. A vegetac&o é representada por muit.s carrascaes,algumas capoeiras e poucasaattas e campos. Precos - O preco do hectare de terra, varia dc 30$000 a 50$000.","Sao feitos por meiode tropas,cujos proprietarios,cobram de 2 a. 3 réis de frete, de cada legua do caminho."
Ipu,A taxaé de um por cento ao mez.,"Um trabalhador rural ganha 1$200 diarios; nao ha administra dores nen escrivaes de fazenda; um carpinteiro ganha 4$000 diarios; um cozinheiro, 8$000 mensaes;,as lavadeiras cobram 20 réis pcr peca de roupa lavada. Os salarios .sao pagos e os","Qualidades -- O municipio possue terras boas,reguiares e infe ricres. Umas sao argiilosas, outras arenosas, mas em sua maioria sao arenosas, seccas, pedregosas e accidentadas. A vegetacao.é representada por muitas capoeiras, carrascaes c alguns campos; ha algumas mattas virgens na serra da Ibiapaba,sendo muito boas. Precos - Um hectare de terra boa custa,as vezes,até 1:000$0000, mais ou menos; este preco, porém, é exaggerado, en area de agua perenne, pois ao seu lado ha precos muito inferiores.","Pagam de transporte 1$6000 por alqueire .de 16o litros para a estacao de Ipu, na Estrada de Ferro Sobral e para o mercado local 1$000 por alqueire."
Ipueiras,Nao ha prestamistas.,"SYSTEMA.de trabalho do pesscal agricola-$a1a110s mensacs, diarios e meiacao. 10$000 mensaes. Os salarios sao pagos e os contractos cumprid.s.","Qualidades -As terras podemser mais ou menos assim divididas boas, na Serra de Ibiapaba e nas margens dos rios ; regulares. ao lado naltos da serra Ibiapaba; pedregosas cin quasi todo o munic:pio. A vegetacao é representada por muitos cerrados e carrascaes, cam- pos,capoeiras e nattas. Precos - Custa o hectare de 10$000 a 20$000, mais cu nenos.",Em cstradas de ferro um kilo paga 2o reis por kilomctro.
Iracema,"A taxa de 3 °,ao mcz.","Um trabalhador rural, $000 diarios; nao ha administradores, nem escrivaes de fazenda; nao ha cozinheiros, sendo o scrvico feito pelas donas de casa; lavadeiras cobram 2oo réis por peca; carpin- cumpridos.",".-Qualidades - Sao boas em parte as da serra do Pereiro; regulares nas margens do rio Amparo e outrasj e.inferiores,as demais. Argillosas sao as das encostas das serras; misturadas na serra do Pereiro e arenosas no resto. Sao muito accidentadas,pedregosas e seccas.A maior parte dc municipio e coberta por capociras,cerrados e carrascaes. Nao ha campos. Mattas virgens, raras. Prec@s--Uma braca de frente, com meia legua de fundo,5$000.","Para o.mercado localpagamIo reis,por litro ou kilode producto agricola; para Quixada, Aracaty ou Mossoro, 1o réis, por carga de oito arrobas, em ccstas de burro ou jumento."
Itapipoca,1/1ao mcz.,"Trabalhador rural,1$200 diariosnao ha escrivaes nem adminis tradores de fazenda; carpinteiro, 3$000 diarios; cozinhciro, 10$000 pcr mez, as lavadeiras cobraii 2o réis por peca. Os salarios sao pagos regularmente.","Quasi todas as terras das serras sao argillosas, e as da zona do littoral e pequena parte de: sertao sao arenosas. Nos baixios estao e montanhosa. A zona do sertao e muito pedregosa. A vegetacao é representada por algunas mattas virgens, capociras, alguns cer- rados. grande quantidade de carrascaes e poucos caupcs. Precos- Um hectare de terra boa custa as vezes G00$000, mas ha precos bemmais inferiores.",TRANSPORlE--Um litro de cereal paga 6 réis de transporte.
Jaguaribe-Mirim,Naohataxafixa.,"Um trabalhador rural ganha 1$000 diarios, sem alimentaqao cu 6oo réis com alimentaqao; uma cozinleira. 10$00nensa0s;as lavadeiras cobram 20 r&is por peca; um carpinteiro ganla 2$000 a 3$000 por dia;nao ha administradores ncm escrivaes de fazenda. Os salarios sao pagos e os couiractas cumpridos.","cente do municipio, sendo as restantes, em geral, planas e pedre- muitos carrascaes e em sua maior parte por canpos. menos,1$000 a 1$500.","Nao ha um preco medio, apprehensivel, para os transportes."
Jardim,A taxaé de 1 a 2% ao mez.,"Um trabalhador rural ganha 8oo réis a 1$200 diarios;nao ha aduinistradores nem escrivaes de fazenda m vaqueiro ganla 2o por cento das crias;um carpinteiro,2$000 a 2$500 diariosuma lavadeira,1$500 a 2$000 mensaes; uma cozinheira,4$000 a 5$000 mensaes. Os salarios sao pagos e os contractos cumpridos.","Oualidades -As terras do municipio podem ser,mais ou menos, assim divididas: boas, talvez metade; regulares, um pouco nenos quc as inferiores. Argillosas mais que as arenosasmisturadas,a maior parte; no geral montanhosas.A vegetaqao é representada por algumas mattas virgens, muitas capoeiras, carrascaes e canpos. Precos-Uma braca de terra boa, com meia ou uma leguade fundo, custa de 100$000 a 200$000, approximadamente.","Pagam de transporte para Iguatü, de 18$000 a 20$000 por uma carga de 12o kilos e para o Crato dle 4$000 a 5$000.Fara o mercado local pagan de 1$000 a 1$500, por uma carga de 12o a 150 kilos,numa distancia maxima de 15 kilometros."
Joazeiro,Nao ha prestamistas.,"SY$TEMA de trabalho do pessoal agricola - A salario diario, mensal c empreitadas. sao pagos e os contractos cumpridos. pouco mais que as misturadas; planas, quasi todas. A vegetacao é representada -na maior parte por capoeiras e cerrados; nao ha mattas virgens, carrascaes nem campos. Precos - Una braca de terra com uma legua de fundo custa de 50$000 a 100$00g. approximadamente.",,".--- Pagam de transporte em tropas, por quatro arrobas: 1$000 a Barbalha,2$000 ao Jardim e 8$000 a Iguati.Para o mercado iocal o preco varia de accordo com a distancia."
Lavras,A taxa é de1 a 2% ao mez.,"Trabalhador rural,de 50o réis a 2$000 diarios; nao ha cozi nheirocarpinteiro,de 2$500a 4$000 diariosiavadeira.le 6$ a &$000 por mez; nao ha administradores nem cscrivacs tic fazenda: Os salarios sao pagos e os contractos cunpridos.","arenosas; sao montanhosas em quasi toda a extensao, havendo carrascaes e campos; nao ha nattas virgens nem cerrados. dc_40$00o a 60$000.","Paga-se quatro reis por litro de mercadoria agricola e carga, o lombo do cavallo ou do burro e jumento."
Limoeiro,A taxa é de um e meio por cento ao mez.,"Trabalhador rural, 2$000 diarios; cozinheiro, 15$000 mensaes; lavadeira, cobra 2o réis por peca; carpinteiro, 5$000 diarios. Na@ ha administradores nem escrivaes dc fazenla. Os salarios sao pagos","e ccntratetos cunmpridos. demais. Sao planas em toda a faixa que vae do rio Banabuiu ao rio geral secco. A vegetacao é representada por muitas capceiras, alguns cerrados, carrascaes e campos. Mattas virgens nao ha. Precos - Vende-se a braca de terra tendo carnaubaes, por 100$000, com uma legua de fundo. Os demais terrenos variam de 1$000 a 5$000 a braca,por legua de fundo.","TRANSFORTES - Em carros de bois ou cm costas de animaes, pagam: para Aracape e Cannafistula, 2$000 por I5 kilos; para a Capital do Estado, 2$000 a arroba; para Aracaty, 4o réis por kilo c para o mercado local, 13réis por litro ou kilo de cereal."
Maranguape,"A taxa usual é de 1 a 2""ao nmcz.","SYSTEMA de trabalho do pessoal agricola - Salarios diarios, mensaes c contractos, cumpridos. mattas virgens, muitas capoeiras, alguns cerrades e carrascaes. Precos -Um hectare de terra bóa custa 500$000, preco ao lado do qual ha outros ben inferiores.","Qualidades -— Na maior parte bôas, algumas regulares e muito poucas inferiores; ha mais argillosas que arenosas, sendo “as misturadas poucas. São mais montanhosas do que planas, e no geral pedregosas nas serras, A vegetação é representada por algumas mattas virgens, muitas capoeiras, alguns cerrades e carrascaes, m Preços — Um hectare de terra béa custa 5008000, preço ao lado do qual ha outros bem inferiores.","O frete na estrada de ferro é de 1o réis por kilo de cereai, pela cstrada de rodagem é de 16 réis por carga."
Massapé,"Os agricultores nao fazem transaccöes, com juros. Commerciantes pagam I / ao mez.","Um trabalhador rural ganha a secco 1$000 e com comida dc 50o a 6oo réisuma cozinheira,10$000 mensaesas lavadeiras cobram 20 réis por peca;um carpinteiro,3$000 diarios,a secco;administra dores e escrivaes de fazenda nao ha. Os salarios sao pagos e os con-","Qualidades- No geral inferiores,.e as regulares nao sao muitas, c poucas as boas. Na maicr parte sao argillosas e seccas. Terras arenosas ha muito pouco.Nao ha proprianente scrras o terreno e ondulado, e nutmerosos sao os outeiros e pequenas collinas. Mattas nao existem mais, e pcucas sao as capociras, Grande parte da vegetacao é constituida por carrascaes e o resto por campos. Precos-Uma braca de frente por meia legoa de fundo, custa dc 15$000 a 20$000, approxinadamente.","Pagam 4 a 5 réis por litro c por legua ao mercado local. Pclo ferro-viario, pagam para Canctin : céra de carnatiba 21 1 réis por 1o kilos; algodao en caroqo 133 réis por 1o kilos; algodao descarocado, imprensado, 191 réis por 1o kilos ; nao imprensado, 525 réis por 1o kilos; cereaes, 132 réis por 1o kilos. Ainda pelo trans- porte ferro-viario, um boi, 3$584; um cavallo, 5$745 ; um burro ou jumento, 5$745 ; uma cabra, carneiro, porco, ou cao 1$242 cada tm; gallinhas em capoeira,1gireis por ro kilos; feijao,farinha, gomma, etc., 132 réis por 1o kilos; arroz com casca, 132 reis: limpo, 157 réis por 1o kilos; couros crus, curtidos, ou salgaio, :1. por Io kilos; s6la, 211 réis por o kilos; queijos c carnes, 132 reis por 1o kilos; manteiga, 211 réis por 1o kilos: chapéos dc pallua dc carnauba, 264 réis por 1o kilos; csteiras da mesma palha. 132 i. pcr 1o kilos; palhas e cangalhas dle palha de caruauba, 1gi réis por.1o kilos;fumo 21r réis por 1o kilos; borracha de manicola, 211 réis por 1o kilos;chifres.e ossos de boi,132 reispor 1o kilcs; cal, fructas e cannas, 132 réis por 1o kilos.Por transporte enm carros de boi, de Massapé a Sant'Anna, paga-se geralmente 5oo réis por arroba de qualquer mercadoria, sendo a distancia de quatro leguas nais ou menos.De Meruócapara este municipio,em tropa paga-se 4oo réis por arroba, e para Acarahu-mirim, 250 réis mais menos por arroba. c.21"
Mecejana,Não ha prestamistas. | Não ha prestamistas.,"Trabalhador rural, de Soo réis a 1$500 diarios, conforme a idade; carpinteiro, de 2$500 a 3$500; cozinheiro, de 15$000 a 20$000 mensaes; lavadeira, de 8$000 a 10$000. Nao ha, administradores, nem escrivaes de fazenda. Os salarios sao pagos e os contractos","TERFAS-Qualidades-Ha terras boas..nas baixadas onde tem o nome de preta"" pela cor escura; regulares e iniferiores, nos taboleiros. Ha argillosas e grande quantidade de arenosas c nisturadas. Ha planas,nuito poucas pedregosas,nao havendo montanlosas. Quasi todo o municipio é composto de terras scccas, encontrando-sc algumas montanhosas.A vegetacao érepresentadapor algumas capoeiras, cerrados, e muitos carrascaes. Nao ha mattas virgens, nem campos propriamente ditos. Precos-Um hectare de terra ba,custa de 30$000 a 40$000.","Uu litro de cereal paga, na media, de transporte, de 10 a 15réis."
Meruoca,Nao haprestamistas.,,"Qualidades-As terras deste municipio sao em sua maior parte boas. Geralmente argillosas; poucas sao as arenosas e misturadas. sendo as mattas virgens, os cerrados e carrascaes em dininuto numero. Precos-Uma braca de frentc, por 1.30o metros de fundo, de terra hoa.custa 20$000,mais ou menos.",Ao mercado local paga-se 3 a 4 reis por litrc c por legua.
Milagres,A taxa ede1%a2ao mez.,"Trabalhador rural, de 8oo réis a 1$000 diarios: nao ha admi nistradores nem escrivaes de fazendao vaqueiro tem 25 das crias do gado de que tona conta; carpinteiro,de 2$000 a 3$000 diarios;as lavadeiras cobram 2o réis por peca de roupa lavadla; nao ha cozinheiros,as donas de casa fazen a cozinha. Os salarios sao pagos e os contractos cumpridos.","Qualidades-As terras do municipio podem ser mais ou menos assim divididas: boas, poucas; regulares e inferiores talvez en partes eguaes; argillosas,quasi metade; arenosas, talvez menos de metade; misturadas,muito poucas. Mais montanhosas do que planas. A vegetacao é representada por capoeiras, cerrados, car- rascaes e campos. Nao ha mattas virgens. Precos--Uma braca de terraboa con.I leguade fundo,custa ic 50$000 a 100$000, approximadamente.","Pagan de transporte.em tropaspara Cajazeiras,2$500 por uma carga de go kilos, n'una distancia de 1o leguas, e para Souzas,5$000,numa distancia de 2o leguas.Para omercadlo local pagam 5o réis por carga, u'uma distaucia de um kilometro."
Missão Velha,A taxaédé de 1/por cento.ao mez.,"Trabalhador rural,le 8oo reis a1$200 diariosnao ha adninis tradores nen cscrivaes de fazendas; vaqueiro ganha 2o por cento das criascarpinteiro.de 2$000 a 3$00da110sna0 ha cozinlciros; as lavadeiras cobram 20 réis por peca, dando o sabao. Os salarios sao pagos e os contractos cumpridos.","Qualidades-A erca do municipio é avaliada cm 36o kilomctros quadrados.approximadanente.Asterraspolcm.sermaisu menos,assin divididas:boas,poucasrcgulares,mais que as boas c talvez eguaes as inferiorcs; argillosas,mais que arcnosas.Umas sao montanhosas,outras planas. Quanto a vegetacao o municipio é fcrmado de poucas nattas e de nuitas capoeiras, alguus cerrados, .carrascaes_e_campos. Precos -- Uma braca de terra, com meia ou uma legua de fundo, custa 50$000, 100$000 e 20a$000; as terras de brejo sao vendidas a 500$000 a braca.","Pagam de transporte, feito cm tropas, por uma carga dc go kilos, 1$200 numa distancia de cinco leguas, o mcsno preco reguia para o mercadc.local."
Morada Nova,A taxa de2[ao mez.,"Q trabalhador rural, 2$000 diarios; nao ha administradores nem escrivacs. de fazenda; carpinteiro, 4$500 diarios; cczinheiro, 8$000 mensacs; lavadeira 2oo réis por pesa. Os salarios sao pagos e.0s","Qualidades - Ha boas,regulares e grande parte de inferiores, estas nas catingas e carrascaes. Ha terras argiliosas na serra do Olho d'Agua""e nos serrotes;arenosas nas catingas e margensde rios c riachos;e ha tambem misturadas,que sio consideradas boas.A ve- getacao é representada por poucas mattas, muitas capoeiras, muitos cerrados e carrascaes e poucos campos. Precos-Um hectare de terra boa custa 400$000,mais ou menos.preco ao lado do qual ha muitos outros e bem inferiores.","O transporte de cercaes para o mercado locat custa seis r&is por litro. Pela Estrada de Ferro Aracayoba, 1$000 a arroba. Em costas de burro,para Quixada, 8oo o litro."
Mulungu,A taxadc1/ao mez.,"Um trabalhador rural ganha 1$200 diarios; um administrador de fazenda,de 60$000 a 100$000 mensaes;nao ha cscrivaesde fazenda; uim carpinteiro ganha 5$000 diariosuma cozinhcira,6$000 mensaes; as lavadeiras ganham 2o réis por peca de roupa lavada. Os salarios sao pagos e os contractos cumpridos.",,
Pacatuba,Um por cento ao mez.,". Um trabalhador rural gauha 1$500 por dia. Nao ha administra dores nen escrivaes de fazendas. Um carpinteiro ganlia 4$000 por diacozinlero,S$0001nensa0s1avade11as.saotagasa2o0por peca. Os salarios sao pagos.c.os contractos cumpridos.",".-C Oualidades--Sao boas as.terras daparte orientalla serra da Aratanha;regulares, as das planicics;inferiores,as dos carrascaes c saigadosargillcsas,as da serra da Aratanha ema hoa parte das planas do nunicipio; arcnosas en grandeparteas das plancies. Em boa parte planas; montanhosasasdascrrada Aratanha,dos.serrotesJatoba.ItaitingaJuadaMacacac Tamhoatapedregosas em grande parte.Ha muitopoucas mattas virgens,paucos serrados e canpos mito.carrascaes. Precos - Um hectare de terra boa.regula 300$000, havendo prccos bem inferiores a estes.",O transporte para Fortaleza e feito pela estrada dc ferro ou em costas de burros. Pelo trem de ferro pagan por kilo 1o r&is e em costas de burros 3o reis. Os cereaes pagam dle transporte patra o mercado local sete réis por litro.
Pacoty,A taxa é de1a2ao mez.,"Um trabalhador rural ganha de 1$200 a $500 diarios; um administrador de fazenda 600$000 a 1:500$000annuaes;nao ha escrivaes de fazenda; um carpinteiro ganha 3$500 diarios; una coziuheira, 12$000. mensacs; as lavadeiras cobram 3oo réis por duzia de pecas de roupa lavada. Os salarios sao pagos e os","Qualidades -= O municipio possue uma area de cerca de 21 Ieguas quadradas,cujas terras podem ser,mais ou menos,assim divididlas: boas,na zonaserrana;regulares e inferioresnamaiorparte. Argillosas enquasi toda a zona serrana cpequcnapartc do sertio; arenosas quasi todaparte sertaneja e pequenaparte da serrana; misturadas,em grande parte,nas quebradas das scrras; pedregosas na maior parte das serras, para o lado do scrtao; planas, cm quasi todo o sertao;montanhosas em toda a zona scrrana c nos serrotes do sertao A vegetacao é representada por mattas virgcus em pequena parte da serra, por. capoeiras, cn grande parte da serra e do sertao ; por carrascaes e cammpos i sertaa. Precos-No sertao uma braca de terra,comcialcguade fundo custa 2$000;na serra nao ha precos estabelecidos.","Sao feitos en costas de animaes c regula no gcral.c para a capital, por exemplo, 5o reis pc litro, cxcepto para o mereado local que é de sete réis por litro."
Palma,Nao haemprestimos.,"Um trabalhador rural (camarada), ganha 1$200 diarios, a secco, ou 6oo a 8oo réis livres; uma cozinheira, 10$000 mensacs; uma lavadeira, 20 réis por peca iavada; um carpinteira; 2$500 a 5$000 diarios, conforme as condices; nao ha administradores ncm escrivaes de fazenda;existem vaqueiros que tem 2o""das crias do gado do qual tonam conta. Os salaros sao pagos c os contractos","C Qualidades--As terras sao: böas nas baixadas, junto aos rios c riachos;regulares,nas chapadas das serras;inferiores,nos tabo- leiros. As terras de Fleixerinhas, sao espccialmcnte frescas, havendo alli una.fonte, apparecendo n'un jorro d'agua perenne, de um sólo de grande fertilidade. Parte das terras sao argillosas, parte arenosas. Ha grandes extensöes planas e outras montanhosas. Os terrenos sao muito pedregosos.Ha poucos cerralos os caupos occupam a maior area; nao ha mattas virgeus,porem,muitas capoeiras. Precos--Um terreno com una braca de frentc,por meia de fundo custa 3$000,mais ou menos.","Paga-se de transportc, por um kilo c por legoa, cinco a seis réis para o mercado local. Quando o transporte £ feito por tropa,seis_reis."
Paracurú,Taxa de 2 ao mcz.,"Trabalhador rural, 1$200 por dia; não ha cozinheiro; lavadeira cobra 10 réis por peça, carpinteiro ganha 38000 diarios. Nag ha administradores nem escrivães de fazenda","AGRICULTORES-Condices economicas,precarias. abatimento de ovideos, 5co réis, por cabeca ; de suideos, 1$000; de bovideos, 3$000; pela venda d'una carga de peixe, 500 réis; de um 15$000; por curral de pescaria, 5$000; por uma rede de pescar, 10$000;e pcr uma jangada,idem,5$000. criadores da falta de chuvas e das molestias do gadc e carrapatos. Estrangeiros-Nao ha. AGUAS superficiaes---Rios: Curü, $. Goncalo e Anil, todos temporarios. Lagoas Periquara, Cannabrava, Siupé, dos Porcos, Moco, Carnatba e Curral Grande. S6 é permanente a lagoa Cannabrava. ARVORES fructiferas-Bananeiras, imanguciras, gravioleiras, goiabeiras, cajueiros e laranjeiras, sendo a manga e a banana as melhores fructas. ALIMENTACAO da populacao - Boa ; alimenta-se de peixe, cereaes, carnes, etc. CAMPOS c pastos- Ha grande quantidade de gramineas, predominando os capins agrestes,pé le gallinha e capiin de planta. CULTURAS - Milho, feijao, arroz (em diminuta escala), algodao, canna, mandicca e fumo. As mais inportantes sao as de canna e de algodao. COLHEITAS-Umas sao beneficiadas a mao e as outras em machinas; sac vendidas beneficiadas, excepto o arroz, que é vendido em casca. Nao ha dados quanto as colheitas de cereaes e café, nos annos e 1909e1910. CEREAES, etc.O custo de produccao do milho é de 22 réis por litro e de feijao, 44 réis. O preco de venda é: milho e arroz, 1oo réis por litro. Sao mercados compradores c local e o. de Fortaleza. Nao ha feiras. rapadura de 250 grammas, 60 réis; um litro de aguardente, 300 réis. 300 réis. COOPERATIVAS--Naoha. CALOR e frio O calor comeca em Agosta e o tempo fresco em Maio. CHUVAS-Comecam em Dezembro. CONDIGOES de saude da populacao - Precarias. CONTABILIDADE-N&o ha. CRIACAO do municipic -- Bovideos, cquideos, ovideos, e suideos. A de bovideos é anmais importate. De bovideos - Communs. De equideos -- Conmuns. De ovideos - Communs. De suideos-Communs. Productos-Carne, couro, crias,queijo e leite, sendo os dois ultimos os nmais prccurados. Custo dos aninaes--Cavallo de sella, 300$000 e mais; de carga, 60$000 ; burro de sella,400$000; de carga.200$000; nao ha animal de arado; hoi carreiro, 100$000;de corte, 80$000; touro, S0$000; vacca leiteira produzindo em media diaria dois litros de leitc.100$0n0; litro de leite,20o réis. Carnes e toucinho - Um kilo de carne de vacca, porco ou carneiro, 6oo réisum kilo de toucinlio,Soo réis. Manteiga e queijo-Nao ha manteigao kilo de queijo.0usta1$000 Aves-Uma gallinha custa 1$000;uma duzia de ovos,4oo reis. Molestias-Febre aphtosa,.catarrho nasal. plan c mofo. Nenhum tratamento empregan ccntra ellas. CUSTO dos tecidos -- O metro de tecido nacional custa 5oo r&is; estrangeiro 60o réis. ESTRADAS e pontes--Ha maos caminhos,descurados e sem pontes. EXPORTACAO emportacao -Exporta:feijaomilhofarinha,algolao, aguardente,rapadura, ccuros, sola,peixe,gado bovino e suino. Inporta:tecidos,ferragens.miudezas,café,fumo,assucar,farinhn de trigo, arroz, etc. EsCOLAS -- Ha 7, publicas, primarias. FABRICAS-Ha de descarocar algodao, deaguardente, rapaduras, c de farinha. FARINHAde mandioca e feijao--Um litro de farinha custa 5o risle feijao 18o réis. HYPOTHECAS-Haalgumas. HABITACOES-Descuradas. INSTRUMENTOS agricolas - Enxadas,foices c maclados. JUROS-Taxa de 2 ao mcz. MADEIRAS de lei - Pau de oleo, pau d'arco e arcuira, etc. MINAS--Nao ha. MOLESTIAS da populacao - Impaludismo en diversos logares. E praga das plantas cultivadas-Qucima das folhas dos cereaes c gomncse;lagartas e formigas sauvas.Nao tem sido combatidas. NUCLEOS coloniaes-Nao ha. OPEROSIDADE da pcpulacao - Ha grande numero de lesoccupados. PADRES de terra ba - Päo d'alho, pao d'arco, pao ferro c pao branco. De terra inferior -Marmeleiro,carrasco,batinga c manipussa. PORTOS -- Ha 3 portos de mar : Pecem, Paracurú e Lagoinha. SEMENTES-Nao.escolhem. prinmeiras chuvas. contractos. cobra Io réis por peca, carpinteiro ganha 3$000 diarios. Nac ha adninistradores nem escrivaes de fazenda. Curi e S. Goncaio, c as das mattas virgens; regulares, as das taboleiros, na zona do littoral. Sao argillosas em toda a zona do pedregosa. A vegetacao é representada por algumas mattas virgens, capociras,cerrados carrascaes e campos. Precos - Um hectare, de terras frescas, de agua perenne, ioas, custa I :000$000 e em terras seccas, boas, 100$000, mas ao lado destes precos exagerados ha outros c bem inferiores, inconparavelmente bem inferiores.","Para o mercado local paga-se 6 réis por litro ; para a Capital do Estado, 5o réis, em cargueiros."
Pedra Branca,1°ao ez.,"Cozinheiro, 10$000 mensaes; carpinteiro, 3$000 diarios; lava deira. 2o réis por peca de roupa; nao ha escrivaes nem administra- dores de fazenda. Os salarios sao pagos e os contractos cumpridos.","Qualidades-As terras da zona serrana, sao quasi todas boas; as da zona sertaneja e das margens dos rios, aqudes c riachos sao regulares; os terrenos seccos do sertao sao inferiores. Todas ellas sao argillosas excepto alguns terrenos da parte serrana e uns pequenos taboieiros do sertao, de terras arenosas; a maior parte da scrra de Santa Rita, é de terras misturadas. O solo é monta- nhoso en quasi toda a.sua extensao,pedregoso no sertao e nas quebradas da serra de Santa Rita, e geralmente secco na zona sertaneja e cm alguns logares da serra. A vegetacao, que em alguns pontos é verdejante, densa e luxuriante, é representada na maior parte, por mattas virgens, capoeiras, alguns caupos e carrascaes. Precos-Na serra,os terrenos sao todos municipaes, cobrando a Camara,de foro.12$000 por uma legua em quadra e 5$000 por uma braca aforada. As terras do sertao sao mais baratas; assim, um terreno tendo uma braca de frente, por ieia legua de fundo, custa 2$500,mais ou menos.","A estrada de ferro Baturité, cobra 3$000 de frete por uma carga de 12o litros, para conduzil-a a estacao Senador Pompeu."
Pentecoste,Nao ha emprestimos.,"Trabalhador rural, Soo réis diarios; nio ha administradores nem escrivaes de fazenda nem cozinheiros ou carpinteiros:pagam 2o reis por peca de roupa. lavada. Os salarios sao pagos & os contractus","Pregos—Um hectare de terra bôa custa 1008000 a 2008000, approxi. madamente ; mas ha preços muito e muito inferiores 4 estes","Pagam de transporte, em tropas, para Fortaleza litro de farinha de mandioca e 6$000 por com oito arrobas. . NOTA » 50 réis por uma carga de algodão A séde do municipio fica situada à margem do rio Canindé e riacho da Cachoeira. A agricultura é feita em pequena escala pelos processos mais rotineiros. Fazem a criação tambem em pequena escala, porém, bem maior que a da agricul. tura; existem no municipio bons reproductores. Existe apenas um engenho de ferro para o beenficiamento da canna de assucar, mas em completo estado de abandono."
Pereiro,Nao ha emprestimos.,"O trabalhador rural ganha por dia 1$300, sem alimentacao c 7oo a 8oo réis com alimentacao; nao ha administradores nem escrivaesde.fazenda;um vaqueiroganha25das crias e5o do leite produzido pelas vaccas,cuja guarda lhe esta confiada; um carpinteiro ganha 4$000 diarios;nao ha cozinheiras.ou cozi- nheiros,as donas de casacuidam da cozinha as lavadeiras cobram de 2o a 4o réis porpeca.Os salarios saopagos c os contractos","Qualidades-As terras da municipio sao: geralmente boas, cm cima da serra do Pereiro;regularcs nas chapadas e embaixo das serras.e inferiores.nos taboleiros; en grande parte,argillosas, em pequena parte arenosas e misturadas; na maioria montanhosas, pedregosas e seccas.A vegetacao é represcntada por algumas mattas virgens,nuitas capoeiras e cerrados e poucos carrascaes c campas Precos- Uma braca de frente por meia legua de fundo custa mais ounenos,10$000.","Paga-se dois réis por litro e por 1egua para qualquer mercadoria agricola, levadaao mercado local.Para fora do municipio o transporte é de 4o reis por litro e por legua,transporte que é feito por tropas de burros ou jumentos."
